CAUTION - CPROFILE WAS ACTIVE
         32943336 function calls (32943055 primitive calls) in 16.664 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3082    0.006    0.000    0.010    0.000 pgwidgets.py:819(<genexpr>)
       44    0.000    0.000    0.010    0.000 pgwidgets.py:100(disable)
    84612    0.010    0.000    0.010    0.000 {method 'items' of 'dict' objects}
     5239    0.009    0.000    0.009    0.000 pgbasics.py:218(fill_rect)
     3267    0.006    0.000    0.009    0.000 base_events.py:814(_call_soon)
     8073    0.004    0.000    0.009    0.000 random.py:291(randrange)
     2935    0.003    0.000    0.009    0.000 main.py:1703(show_fps_command)
      205    0.000    0.000    0.009    0.000 pgbasics.py:508(darken)
    15717    0.009    0.000    0.009    0.000 {built-in method pygame.mouse.get_pos}
       74    0.000    0.000    0.009    0.000 threading.py:637(wait)
       74    0.000    0.000    0.008    0.000 threading.py:323(wait)
     3075    0.008    0.000    0.008    0.000 main.py:2862(draw)
     9225    0.004    0.000    0.008    0.000 main.py:2164(_rect_draw)
     2919    0.001    0.000    0.008    0.000 main.py:1273(text_color)
    69140    0.008    0.000    0.008    0.000 {method 'replace' of 'str' objects}
  444/296    0.006    0.000    0.008    0.000 {method 'acquire' of '_thread.lock' objects}
     3752    0.006    0.000    0.008    0.000 pgbasics.py:1273(__getattr__)
    90902    0.007    0.000    0.007    0.000 {method 'getrandbits' of '_random.Random' objects}
     3255    0.002    0.000    0.007    0.000 pgbasics.py:478(set_volume)
    70122    0.007    0.000    0.007    0.000 {method 'bit_length' of 'int' objects}
        5    0.000    0.000    0.007    0.001 main.py:209(mousebuttondown_event)
        5    0.001    0.000    0.007    0.001 main.py:185(disable_needed_widgets)
       74    0.007    0.000    0.007    0.000 {built-in method _thread.start_new_thread}
     3076    0.005    0.000    0.006    0.000 main.py:2775(animate)
     7268    0.002    0.000    0.006    0.000 settings.py:442(mouse)
     3265    0.006    0.000    0.006    0.000 {built-in method _overlapped.GetQueuedCompletionStatus}
     2935    0.001    0.000    0.006    0.000 main.py:47(__call__)
    12300    0.004    0.000    0.006    0.000 main.py:2209(block)
        1    0.000    0.000    0.006    0.006 pgbasics.py:816(__init__)
     2919    0.004    0.000    0.006    0.000 pgbasics.py:448(contrast_color)
        1    0.003    0.003    0.006    0.006 pgbasics.py:987(get_vertices_from_obj)
    36624    0.006    0.000    0.006    0.000 {built-in method pygame.time.get_ticks}
        1    0.000    0.000    0.005    0.005 main.py:733(settings)
     6510    0.004    0.000    0.005    0.000 tasks.py:653(sleep)
       20    0.000    0.000    0.004    0.000 pgwidgets.py:93(enable)
     3075    0.003    0.000    0.004    0.000 prim_data.py:266(bshow)
       27    0.000    0.000    0.004    0.000 main.py:40(update)
        1    0.000    0.000    0.004    0.004 main.py:1170(__init__)
     2919    0.004    0.000    0.004    0.000 pgbasics.py:213(draw_rect)
      180    0.001    0.000    0.004    0.000 pgwidgets.py:838(iter_buttons)
        1    0.000    0.000    0.004    0.004 main.py:1995(__init__)
    39975    0.003    0.000    0.003    0.000 main.py:2217(blocki)
       58    0.003    0.000    0.003    0.000 main.py:54(__init__)
      846    0.000    0.000    0.003    0.000 main.py:4201(process_event)
     1092    0.003    0.000    0.003    0.000 threading.py:1533(enumerate)
     1085    0.003    0.000    0.003    0.000 pgwidgets.py:679(tooltip_rect)
     7605    0.003    0.000    0.003    0.000 {built-in method pygame.mouse.get_pressed}
        1    0.000    0.000    0.003    0.003 main.py:666(new_world)
     8647    0.002    0.000    0.003    0.000 random.py:494(uniform)
     2180    0.002    0.000    0.003    0.000 main.py:1068(is_drawable)
      205    0.000    0.000    0.003    0.000 pgbasics.py:685(pg_to_pil)
        1    0.000    0.000    0.003    0.003 imgtools.py:81(timgload)
        7    0.003    0.000    0.003    0.000 {built-in method pygame.image.load}
     3255    0.002    0.000    0.003    0.000 pgbasics.py:483(get_volume)
      205    0.000    0.000    0.002    0.000 ImageEnhance.py:83(__init__)
        1    0.000    0.000    0.002    0.002 inspect.py:1251(getsourcelines)
     3076    0.002    0.000    0.002    0.000 {built-in method pygame.mixer_music.set_volume}
     3267    0.002    0.000    0.002    0.000 events.py:36(__init__)
     7670    0.002    0.000    0.002    0.000 {method 'collidepoint' of 'pygame.rect.Rect' objects}
     3227    0.002    0.000    0.002    0.000 pgwidgets.py:116(draw)
      205    0.000    0.000    0.002    0.000 Image.py:2977(frombytes)
      205    0.000    0.000    0.002    0.000 pilbasics.py:69(pil_to_pg)
     8867    0.002    0.000    0.002    0.000 {built-in method math.sin}
     3261    0.001    0.000    0.002    0.000 base_events.py:734(time)
      992    0.002    0.000    0.002    0.000 pgbasics.py:223(draw_quad)
      464    0.001    0.000    0.002    0.000 perlin.py:8(valueAt)
    18450    0.002    0.000    0.002    0.000 main.py:1261(blocks)
     3258    0.001    0.000    0.002    0.000 settings.py:450(mouses)
        1    0.000    0.000    0.002    0.002 inspect.py:1063(findsource)
      792    0.000    0.000    0.002    0.000 main.py:4063(update)
      215    0.000    0.000    0.002    0.000 world_generation.py:497(set)
    14595    0.002    0.000    0.002    0.000 pgbasics.py:449(<genexpr>)
      992    0.001    0.000    0.001    0.000 main.py:4124(draw)
     7670    0.001    0.000    0.001    0.000 {built-in method fromkeys}
      410    0.000    0.000    0.001    0.000 Image.py:2936(new)
      936    0.001    0.000    0.001    0.000 pgwidgets.py:626(update)
     3449    0.001    0.000    0.001    0.000 {built-in method builtins.min}
    24219    0.001    0.000    0.001    0.000 {built-in method _operator.index}
      205    0.001    0.000    0.001    0.000 Image.py:726(tobytes)
     1984    0.001    0.000    0.001    0.000 pgbasics.py:238(fill_triangle)
     3075    0.001    0.000    0.001    0.000 settings.py:458(mod)
        2    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
      205    0.000    0.000    0.001    0.000 ImageEnhance.py:26(enhance)
      205    0.000    0.000    0.001    0.000 Image.py:3361(blend)
     6462    0.001    0.000    0.001    0.000 {built-in method pygame.key.get_mods}
       35    0.000    0.000    0.001    0.000 basics.py:804(linear)
      384    0.001    0.000    0.001    0.000 {method 'to_surface' of 'pygame.mask.Mask' objects}
     6150    0.001    0.000    0.001    0.000 pgbasics.py:1040(width)
     3255    0.001    0.000    0.001    0.000 {built-in method pygame.mixer_music.get_busy}
     2401    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
     3075    0.001    0.000    0.001    0.000 space.py:370(add)
     3752    0.001    0.000    0.001    0.000 {built-in method builtins.vars}
     6537    0.001    0.000    0.001    0.000 {method 'get_fps' of 'pygame.time.Clock' objects}
       15    0.000    0.000    0.001    0.000 main.py:1389(modify)
     3255    0.001    0.000    0.001    0.000 {built-in method pygame.mixer_music.get_volume}
     3075    0.001    0.000    0.001    0.000 {method 'move_to' of 'pygame.rect.Rect' objects}
     3262    0.001    0.000    0.001    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.001    0.001 linecache.py:36(getlines)
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
    10791    0.001    0.000    0.001    0.000 {method 'random' of '_random.Random' objects}
     3341    0.001    0.000    0.001    0.000 {method 'append' of 'collections.deque' objects}
       74    0.000    0.000    0.001    0.000 threading.py:882(__init__)
     3268    0.001    0.000    0.001    0.000 {method 'clear' of 'list' objects}
     2919    0.001    0.000    0.001    0.000 main.py:1277(dnc_color)
     6150    0.001    0.000    0.001    0.000 {method 'clear' of 'set' objects}
    12035    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
     3752    0.001    0.000    0.001    0.000 pgbasics.py:1267(_function)
      792    0.000    0.000    0.001    0.000 main.py:4070(preview)
  587/586    0.000    0.000    0.001    0.000 pgwidgets.py:69(_exec_command)
     6510    0.001    0.000    0.001    0.000 tasks.py:641(__sleep0)
      100    0.001    0.000    0.001    0.000 {method 'fill' of 'pygame.surface.Surface' objects}
       25    0.000    0.000    0.001    0.000 pgwidgets.py:376(process_event)
     3111    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
     7736    0.001    0.000    0.001    0.000 {method 'copy' of 'pygame.rect.Rect' objects}
        7    0.000    0.000    0.001    0.000 world_generation.py:510(struct)
        6    0.000    0.000    0.001    0.000 imgtools.py:123(imgload3)
     1092    0.000    0.000    0.001    0.000 pgwidgets.py:137(update)
        1    0.001    0.001    0.001    0.001 main.py:1237(__getstate__)
      205    0.000    0.000    0.001    0.000 Image.py:804(frombytes)
     7137    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
     6150    0.001    0.000    0.001    0.000 main.py:1265(tools)
     3263    0.001    0.000    0.001    0.000 {built-in method time.monotonic}
      205    0.001    0.000    0.001    0.000 {built-in method PIL._imaging.blend}
     6150    0.001    0.000    0.001    0.000 pgbasics.py:1044(height)
      205    0.000    0.000    0.001    0.000 Image.py:2535(getchannel)
      820    0.000    0.000    0.001    0.000 Image.py:527(_new)
      205    0.000    0.000    0.001    0.000 Image.py:1863(putalpha)
       74    0.000    0.000    0.001    0.000 threading.py:616(set)
     3076    0.001    0.000    0.001    0.000 {method 'upper' of 'str' objects}
        1    0.001    0.001    0.001    0.001 main.py:2113(__getstate__)
     3266    0.001    0.000    0.001    0.000 {method 'popleft' of 'collections.deque' objects}
     3255    0.001    0.000    0.001    0.000 main.py:1686(<lambda>)
        1    0.000    0.000    0.001    0.001 __init__.py:226(compile)
        1    0.000    0.000    0.001    0.001 __init__.py:280(_compile)
      332    0.001    0.000    0.001    0.000 {built-in method pygame.transform.flip}
        4    0.001    0.000    0.001    0.000 {built-in method _io.open}
     3075    0.001    0.000    0.001    0.000 pgbasics.py:1070(centerx)
        1    0.000    0.000    0.001    0.001 inspect.py:1232(getblock)
     3925    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _compiler.py:740(compile)
     3075    0.001    0.000    0.001    0.000 pgbasics.py:1099(bottom)
     3075    0.001    0.000    0.001    0.000 main.py:2478(drops)
        1    0.000    0.000    0.001    0.001 pgwidgets.py:317(__init__)
      234    0.001    0.000    0.001    0.000 {built-in method pygame.image.tobytes}
     3276    0.001    0.000    0.001    0.000 base_events.py:539(_check_closed)
       74    0.000    0.000    0.001    0.000 threading.py:1043(_set_tstate_lock)
        1    0.000    0.000    0.001    0.001 runners.py:57(__enter__)
        2    0.000    0.000    0.001    0.000 runners.py:131(_lazy_init)
       96    0.000    0.000    0.001    0.000 world_generation.py:86(get_layers)
       96    0.001    0.000    0.001    0.000 {built-in method pygame.mask.from_surface}
      221    0.000    0.000    0.001    0.000 basics.py:458(nordis)
        1    0.000    0.000    0.000    0.000 events.py:821(new_event_loop)
     3116    0.000    0.000    0.000    0.000 main.py:2767(anim_direc)
        1    0.000    0.000    0.000    0.000 events.py:714(new_event_loop)
        1    0.000    0.000    0.000    0.000 windows_events.py:313(__init__)
      792    0.000    0.000    0.000    0.000 main.py:4067(draw)
        1    0.000    0.000    0.000    0.000 proactor_events.py:632(__init__)
     3154    0.000    0.000    0.000    0.000 pgbasics.py:34(<lambda>)
       74    0.000    0.000    0.000    0.000 threading.py:424(notify_all)
     1230    0.000    0.000    0.000    0.000 Image.py:835(load)
      205    0.000    0.000    0.000    0.000 {built-in method pygame.image.fromstring}
      410    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
        1    0.000    0.000    0.000    0.000 proactor_events.py:783(_make_self_pipe)
        1    0.000    0.000    0.000    0.000 socket.py:617(socketpair)
        4    0.000    0.000    0.000    0.000 pgbasics.py:595(lerp)
       74    0.000    0.000    0.000    0.000 threading.py:394(notify)
     2187    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
     3075    0.000    0.000    0.000    0.000 main.py:3072(update)
     1547    0.000    0.000    0.000    0.000 basics.py:577(chance)
      938    0.000    0.000    0.000    0.000 pgwidgets.py:686(process_event)
        1    0.000    0.000    0.000    0.000 runners.py:61(__exit__)
        1    0.000    0.000    0.000    0.000 runners.py:64(close)
      321    0.000    0.000    0.000    0.000 tokenize.py:569(_generate_tokens_from_c_tokenizer)
       74    0.000    0.000    0.000    0.000 threading.py:588(__init__)
        1    0.000    0.000    0.000    0.000 pgwidgets.py:20(__init__)
     3273    0.000    0.000    0.000    0.000 base_events.py:2005(get_debug)
        1    0.000    0.000    0.000    0.000 _parser.py:969(parse)
      407    0.000    0.000    0.000    0.000 pgwidgets.py:247(process_event)
      7/1    0.000    0.000    0.000    0.000 _parser.py:452(_parse_sub)
     1314    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
      205    0.000    0.000    0.000    0.000 Image.py:390(_getdecoder)
     3256    0.000    0.000    0.000    0.000 main.py:1776(next_piece_command)
      615    0.000    0.000    0.000    0.000 Image.py:2915(_check_size)
      804    0.000    0.000    0.000    0.000 pgwidgets.py:620(process_event)
     11/4    0.000    0.000    0.000    0.000 _parser.py:512(_parse)
     3261    0.000    0.000    0.000    0.000 proactor_events.py:881(_process_events)
      221    0.000    0.000    0.000    0.000 random.py:551(gauss)
      205    0.000    0.000    0.000    0.000 Image.py:413(_getencoder)
     4052    0.000    0.000    0.000    0.000 main.py:650(is_bg)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.array}
     3075    0.000    0.000    0.000    0.000 main.py:2731(off_screen)
      148    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {method 'connect' of '_socket.socket' objects}
     3075    0.000    0.000    0.000    0.000 main.py:2475(update_effects)
        1    0.000    0.000    0.000    0.000 main.py:671(destroy_ewn)
        1    0.000    0.000    0.000    0.000 pgwidgets.py:131(destroy)
     3075    0.000    0.000    0.000    0.000 main.py:2393(achieve)
      148    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 _compiler.py:573(_code)
        1    0.000    0.000    0.000    0.000 main.py:667(init_world_data)
      464    0.000    0.000    0.000    0.000 perlin.py:32(__ease)
        7    0.000    0.000    0.000    0.000 {built-in method pygame.transform.scale_by}
       73    0.000    0.000    0.000    0.000 pgwidgets.py:103(zoom)
      205    0.000    0.000    0.000    0.000 {method 'encode' of 'ImagingEncoder' objects}
       26    0.000    0.000    0.000    0.000 {built-in method pygame.draw.circle}
     16/1    0.000    0.000    0.000    0.000 _compiler.py:37(_compile)
     1230    0.000    0.000    0.000    0.000 Image.py:499(__init__)
        1    0.000    0.000    0.000    0.000 tokenize.py:445(open)
      410    0.000    0.000    0.000    0.000 Image.py:1321(getbands)
     1230    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
      804    0.000    0.000    0.000    0.000 pgwidgets.py:190(process_event)
       74    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        5    0.000    0.000    0.000    0.000 basics.py:1028(__init__)
     2255    0.000    0.000    0.000    0.000 Image.py:523(mode)
      320    0.000    0.000    0.000    0.000 __init__.py:447(_make)
       74    0.000    0.000    0.000    0.000 threading.py:277(__init__)
      615    0.000    0.000    0.000    0.000 Image.py:511(width)
      205    0.000    0.000    0.000    0.000 {method 'getband' of 'ImagingCore' objects}
      377    0.000    0.000    0.000    0.000 world_generation.py:488(_chance)
        1    0.000    0.000    0.000    0.000 proactor_events.py:685(close)
      615    0.000    0.000    0.000    0.000 Image.py:515(height)
      205    0.000    0.000    0.000    0.000 Image.py:593(_ensure_mutable)
      148    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
      480    0.000    0.000    0.000    0.000 {method 'set_colorkey' of 'pygame.surface.Surface' objects}
       20    0.000    0.000    0.000    0.000 cp1252.py:22(decode)
      205    0.000    0.000    0.000    0.000 {method 'putband' of 'ImagingCore' objects}
       47    0.000    0.000    0.000    0.000 threading.py:855(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 inspect.py:944(getsourcefile)
      546    0.000    0.000    0.000    0.000 main.py:1855(is_worlds_static)
     1845    0.000    0.000    0.000    0.000 Image.py:519(size)
        5    0.000    0.000    0.000    0.000 proactor_events.py:790(_loop_self_reading)
       20    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 tokenize.py:352(detect_encoding)
        2    0.000    0.000    0.000    0.000 {method 'size' of 'pygame.font.Font' objects}
      148    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
      148    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
      134    0.000    0.000    0.000    0.000 pgwidgets.py:293(process_event)
       78    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
      728    0.000    0.000    0.000    0.000 main.py:1851(is_worlds_worlds)
        1    0.000    0.000    0.000    0.000 main.py:4037(__init__)
        1    0.000    0.000    0.000    0.000 pgwidgets.py:353(init_keyboard)
       77    0.000    0.000    0.000    0.000 _weakrefset.py:39(_remove)
        3    0.000    0.000    0.000    0.000 windows_events.py:482(recv)
       74    0.000    0.000    0.000    0.000 threading.py:837(_newname)
        1    0.000    0.000    0.000    0.000 main.py:2488(rand_username)
      207    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       10    0.000    0.000    0.000    0.000 <frozen ntpath>:107(join)
        2    0.000    0.000    0.000    0.000 tokenize.py:376(read_or_stop)
      572    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 basics.py:138(rand_alien_name)
      720    0.000    0.000    0.000    0.000 {method 'lerp' of 'pygame.color.Color' objects}
      205    0.000    0.000    0.000    0.000 {method 'decode' of 'ImagingDecoder' objects}
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_exists}
        3    0.000    0.000    0.000    0.000 socket.py:500(close)
      148    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        1    0.000    0.000    0.000    0.000 main.py:782(init_world)
        1    0.000    0.000    0.000    0.000 proactor_events.py:773(_close_self_pipe)
      205    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_decoder}
       74    0.000    0.000    0.000    0.000 threading.py:1106(_delete)
        3    0.000    0.000    0.000    0.000 {function socket.close at 0x00000194249E9E40}
        1    0.000    0.000    0.000    0.000 main.py:721(start_generating)
       74    0.000    0.000    0.000    0.000 threading.py:1036(_set_ident)
       74    0.000    0.000    0.000    0.000 threading.py:311(_acquire_restore)
      320    0.000    0.000    0.000    0.000 inspect.py:1189(tokeneater)
       94    0.000    0.000    0.000    0.000 main.py:498(all_main_widgets)
      205    0.000    0.000    0.000    0.000 Image.py:124(isImageType)
       77    0.000    0.000    0.000    0.000 threading.py:1483(current_thread)
       29    0.000    0.000    0.000    0.000 main.py:65(__reduce__)
       16    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        1    0.000    0.000    0.000    0.000 pgbasics.py:751(get_binary_cursor)
      228    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      279    0.000    0.000    0.000    0.000 entities.py:370(set_yvel)
       27    0.000    0.000    0.000    0.000 main.py:1698(get_fps)
       27    0.000    0.000    0.000    0.000 main.py:2758(set_anim)
      148    0.000    0.000    0.000    0.000 threading.py:1234(daemon)
      464    0.000    0.000    0.000    0.000 perlin.py:36(__lerp)
      123    0.000    0.000    0.000    0.000 _parser.py:168(__getitem__)
       35    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        5    0.000    0.000    0.000    0.000 threading.py:1270(setDaemon)
       29    0.000    0.000    0.000    0.000 main.py:71(_tobytes)
        1    0.000    0.000    0.000    0.000 socket.py:288(accept)
        7    0.000    0.000    0.000    0.000 pgwidgets.py:693(init_slider_stuff)
      205    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
        9    0.000    0.000    0.000    0.000 pgwidgets.py:127(_kill)
      205    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_encoder}
        1    0.000    0.000    0.000    0.000 {built-in method nt.stat}
      205    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
      720    0.000    0.000    0.000    0.000 basics.py:548(fromperc)
       35    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
     21/7    0.000    0.000    0.000    0.000 _parser.py:178(getwidth)
      320    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFFA2B368F0}
       35    0.000    0.000    0.000    0.000 <frozen ntpath>:179(splitroot)
