
Loaded in: 189604.92s
Average loading time: 189604.92s

CAUTION - CPROFILE WAS ACTIVE
         31985442 function calls (31985156 primitive calls) in 16.924 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3253    0.033    0.000    0.629    0.000 pgwidgets.py:851(draw_and_update_widgets)
    14874    0.032    0.000    0.032    0.000 __init__.py:361(__rect_reduce)
    67677    0.028    0.000    0.043    0.000 random.py:242(_randbelow_with_getrandbits)
   422826    0.028    0.000    0.028    0.000 {built-in method builtins.isinstance}
    59604    0.028    0.000    0.074    0.000 random.py:341(choice)
   192652    0.026    0.000    0.026    0.000 entities.py:435(display_hp)
   200591    0.023    0.000    0.023    0.000 {method 'append' of 'list' objects}
   198064    0.022    0.000    0.025    0.000 {built-in method builtins.getattr}
     7059    0.021    0.000    0.081    0.000 pgwidgets.py:830(iter_widgets)
   124040    0.019    0.000    0.019    0.000 {built-in method builtins.round}
   164781    0.019    0.000    0.031    0.000 pgwidgets.py:831(<lambda>)
     7059    0.019    0.000    0.050    0.000 {built-in method builtins.sorted}
     9459    0.018    0.000    0.018    0.000 {built-in method pygame.key.get_pressed}
   170863    0.016    0.000    0.016    0.000 {built-in method builtins.hasattr}
      177    0.016    0.000    0.016    0.000 imgtools.py:8(T)
    64645    0.014    0.000    0.019    0.000 pgbasics.py:1103(bottom)
       96    0.013    0.000    0.029    0.000 entities.py:72(__init__)
     2953    0.013    0.000    0.013    0.000 {built-in method pymunk._chipmunk.cpSpaceStep}
   192652    0.013    0.000    0.013    0.000 entities.py:428(regenerate)
       96    0.012    0.000    0.014    0.000 entities.py:350(init_images)
    62640    0.012    0.000    0.012    0.000 {method 'insert' of 'list' objects}
     3259    0.012    0.000   16.946    0.005 base_events.py:1910(_run_once)
   118245    0.011    0.000    0.011    0.000 {function DictWithoutException.__getitem__ at 0x0000020376CD7880}
     2953    0.011    0.000    0.038    0.000 main.py:2935(update)
    66203    0.011    0.000    0.017    0.000 main.py:451(non_bg)
     6469    0.011    0.000    0.011    0.000 pgbasics.py:218(fill_rect)
    81318    0.010    0.000    0.010    0.000 {method 'items' of 'dict' objects}
     3264    0.009    0.000   16.912    0.005 {method 'run' of '_contextvars.Context' objects}        
    16007    0.009    0.000    0.009    0.000 {built-in method pygame.mouse.get_pos}
     2953    0.009    0.000    0.024    0.000 space.py:557(step)
    72273    0.008    0.000    0.008    0.000 {method 'replace' of 'str' objects}
    88102    0.007    0.000    0.007    0.000 {method 'getrandbits' of '_random.Random' objects}      
     2953    0.007    0.000    0.008    0.000 main.py:2862(draw)
       29    0.007    0.000    0.169    0.006 main.py:855(generate_chunk)
       76    0.007    0.000    0.007    0.000 {built-in method _thread.start_new_thread}
    67677    0.007    0.000    0.007    0.000 {method 'bit_length' of 'int' objects}
     2953    0.007    0.000    0.011    0.000 main.py:2515(scroll)
  456/304    0.006    0.000    0.008    0.000 {method 'acquire' of '_thread.lock' objects}
     4058    0.006    0.000    0.008    0.000 pgbasics.py:1273(__getattr__)
     3265    0.006    0.000    0.009    0.000 base_events.py:814(_call_soon)
     2979    0.006    0.000    0.010    0.000 pgwidgets.py:819(<genexpr>)
     3263    0.006    0.000    0.006    0.000 {built-in method _overlapped.GetQueuedCompletionStatus} 
     2953    0.006    0.000    0.307    0.000 main.py:2119(update)
     3260    0.005    0.000    0.013    0.000 windows_events.py:761(_poll)
    35640    0.005    0.000    0.005    0.000 {built-in method pygame.time.get_ticks}
        1    0.005    0.005    0.078    0.078 main.py:1093(save)
     2954    0.005    0.000    0.006    0.000 main.py:2775(animate)
     8073    0.004    0.000    0.010    0.000 random.py:291(randrange)
      520    0.004    0.000    0.019    0.000 pgwidgets.py:879(process_widget_events)
     8859    0.004    0.000    0.008    0.000 main.py:2164(_rect_draw)
        1    0.004    0.004    0.007    0.007 pgbasics.py:987(get_vertices_from_obj)
     2819    0.004    0.000    0.005    0.000 pgbasics.py:448(contrast_color)
     6506    0.004    0.000    0.005    0.000 tasks.py:653(sleep)
     2953    0.004    0.000    0.282    0.000 main.py:2129(move_accordingly)
     2819    0.004    0.000    0.004    0.000 pgbasics.py:213(draw_rect)
       29    0.004    0.000    0.061    0.002 main.py:937(generate_lighting)
       58    0.004    0.000    0.004    0.000 main.py:54(__init__)
    11812    0.004    0.000    0.006    0.000 main.py:2209(block)
     3264    0.003    0.000   16.915    0.005 events.py:86(_run)
     3184    0.003    0.000    0.004    0.000 main.py:1068(is_drawable)
    38389    0.003    0.000    0.003    0.000 main.py:2217(blocki)
     2979    0.003    0.000    0.049    0.000 pgwidgets.py:818(no_widgets)
     1608    0.003    0.000    0.003    0.000 pgbasics.py:223(draw_quad)
        7    0.003    0.000    0.003    0.000 {built-in method pygame.image.load}
     3265    0.003    0.000    0.012    0.000 base_events.py:785(call_soon)
     2953    0.003    0.000    0.004    0.000 prim_data.py:266(bshow)
     7404    0.003    0.000    0.003    0.000 {built-in method pygame.mouse.get_pressed}
     2817    0.003    0.000    0.008    0.000 main.py:1703(show_fps_command)
     8285    0.003    0.000    0.007    0.000 settings.py:442(mouse)
     4057    0.003    0.000    0.791    0.000 pgbasics.py:1268(_func)
     1608    0.003    0.000    0.003    0.000 main.py:4124(draw)
      931    0.003    0.000    0.003    0.000 pgwidgets.py:679(tooltip_rect)
     7863    0.002    0.000    0.002    0.000 {method 'collidepoint' of 'pygame.rect.Rect' objects}   
     2953    0.002    0.000    0.010    0.000 main.py:2160(rect_draw)
     3253    0.002    0.000    0.007    0.000 pgbasics.py:478(set_volume)
      938    0.002    0.000    0.003    0.000 threading.py:1533(enumerate)
     3216    0.002    0.000    0.002    0.000 pgbasics.py:238(fill_triangle)
     2954    0.002    0.000    0.002    0.000 {built-in method pygame.mixer_music.set_volume}
     2953    0.002    0.000    0.013    0.000 main.py:2133(draw)
     8647    0.002    0.000    0.003    0.000 random.py:494(uniform)
     3259    0.002    0.000    0.015    0.000 windows_events.py:443(select)
     8073    0.002    0.000    0.012    0.000 random.py:332(randint)
     8567    0.002    0.000    0.002    0.000 {built-in method math.sin}
     3265    0.002    0.000    0.002    0.000 events.py:36(__init__)
    17718    0.002    0.000    0.002    0.000 main.py:1261(blocks)
        3    0.002    0.001   16.923    5.641 base_events.py:627(run_forever)
     7670    0.002    0.000    0.002    0.000 {built-in method fromkeys}
     1608    0.002    0.000    0.788    0.000 main.py:4127(update)
        7    0.002    0.000    0.002    0.000 {built-in method nt.remove}
       29    0.002    0.000    0.034    0.001 world_generation.py:483(world_modifications)
     2791    0.002    0.000    0.002    0.000 pgwidgets.py:116(draw)
    24219    0.002    0.000    0.002    0.000 {built-in method _operator.index}
     4052    0.002    0.000    0.012    0.000 main.py:1333(bimg)
    14095    0.002    0.000    0.002    0.000 pgbasics.py:449(<genexpr>)
     3253    0.002    0.000    0.003    0.000 pgbasics.py:483(get_volume)
     3001    0.001    0.000    0.012    0.000 {built-in method builtins.any}
     3572    0.001    0.000    0.001    0.000 {built-in method builtins.min}
     2964    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
      384    0.001    0.000    0.001    0.000 {method 'to_surface' of 'pygame.mask.Mask' objects}     
    16673    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
     2819    0.001    0.000    0.008    0.000 main.py:1273(text_color)
     4058    0.001    0.000    0.001    0.000 {built-in method builtins.vars}
      464    0.001    0.000    0.002    0.000 perlin.py:8(valueAt)
     3253    0.001    0.000    0.001    0.000 {built-in method pygame.mixer_music.get_busy}
     3259    0.001    0.000    0.002    0.000 base_events.py:734(time)
     5906    0.001    0.000    0.001    0.000 pgbasics.py:1040(width)
     6532    0.001    0.000    0.001    0.000 {method 'get_fps' of 'pygame.time.Clock' objects}       
     2817    0.001    0.000    0.006    0.000 main.py:47(__call__)
    10791    0.001    0.000    0.001    0.000 {method 'random' of '_random.Random' objects}
      300    0.001    0.000    0.006    0.000 pgwidgets.py:838(iter_buttons)
     2953    0.001    0.000    0.001    0.000 space.py:370(add)
     3253    0.001    0.000    0.001    0.000 {built-in method pygame.mixer_music.get_volume}
     3260    0.001    0.000    0.001    0.000 {built-in method math.ceil}
     4058    0.001    0.000    0.001    0.000 pgbasics.py:1267(_function)
     6319    0.001    0.000    0.001    0.000 {built-in method pygame.key.get_mods}
        2    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
      804    0.001    0.000    0.001    0.000 pgwidgets.py:626(update)
     2953    0.001    0.000    0.001    0.000 {method 'move_to' of 'pygame.rect.Rect' objects}        
     3341    0.001    0.000    0.001    0.000 {method 'append' of 'collections.deque' objects}        
     3268    0.001    0.000    0.001    0.000 {method 'clear' of 'list' objects}
     5906    0.001    0.000    0.001    0.000 {method 'clear' of 'set' objects}
      102    0.001    0.000    0.001    0.000 {method 'fill' of 'pygame.surface.Surface' objects}     
     2819    0.001    0.000    0.001    0.000 main.py:1277(dnc_color)
        1    0.001    0.001    0.001    0.001 main.py:1237(__getstate__)
     7737    0.001    0.000    0.001    0.000 {method 'copy' of 'pygame.rect.Rect' objects}
       10    0.001    0.000    0.001    0.000 {built-in method _io.open}
     6506    0.001    0.000    0.001    0.000 tasks.py:641(__sleep0)
     6893    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
      205    0.001    0.000    0.001    0.000 {built-in method PIL._imaging.blend}
     2828    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
     2953    0.001    0.000    0.001    0.000 settings.py:458(mod)
     3213    0.001    0.000    0.002    0.000 settings.py:450(mouses)
     3261    0.001    0.000    0.001    0.000 {built-in method time.monotonic}
      332    0.001    0.000    0.002    0.000 {built-in method pygame.transform.flip}
     5906    0.001    0.000    0.001    0.000 main.py:1265(tools)
        6    0.001    0.000    0.008    0.001 main.py:185(disable_needed_widgets)
     5906    0.001    0.000    0.001    0.000 pgbasics.py:1044(height)
     2954    0.001    0.000    0.001    0.000 {method 'upper' of 'str' objects}
     3264    0.001    0.000    0.001    0.000 {method 'popleft' of 'collections.deque' objects}       
     3925    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
        1    0.001    0.001    0.001    0.001 main.py:2113(__getstate__)
     3253    0.001    0.000    0.001    0.000 main.py:1686(<lambda>)
     4099    0.001    0.000    0.001    0.000 pgbasics.py:34(<lambda>)
       96    0.001    0.000    0.001    0.000 {built-in method pygame.mask.from_surface}
      234    0.001    0.000    0.001    0.000 {built-in method pygame.image.tobytes}
     2953    0.001    0.000    0.001    0.000 pgbasics.py:1070(centerx)
      820    0.001    0.000    0.001    0.000 Image.py:527(_new)
     2953    0.001    0.000    0.001    0.000 main.py:2478(drops)
     2953    0.001    0.000    0.001    0.000 pgbasics.py:1099(bottom)
     3274    0.000    0.000    0.000    0.000 base_events.py:539(_check_closed)
      205    0.000    0.000    0.001    0.000 Image.py:726(tobytes)
     3036    0.000    0.000    0.000    0.000 main.py:2767(anim_direc)
        1    0.000    0.000    0.011    0.011 main.py:681(create)
      410    0.000    0.000    0.002    0.000 Image.py:2936(new)
      205    0.000    0.000    0.000    0.000 {built-in method pygame.image.fromstring}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      205    0.000    0.000    0.009    0.000 pgbasics.py:508(darken)
       35    0.000    0.000    0.001    0.000 basics.py:804(linear)
      410    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
     1899    0.000    0.000    0.004    0.000 main.py:4201(process_event)
      938    0.000    0.000    0.001    0.000 pgwidgets.py:137(update)
      769    0.000    0.000    0.000    0.000 main.py:4067(draw)
     2953    0.000    0.000    0.000    0.000 main.py:3072(update)
       76    0.000    0.000    0.001    0.000 threading.py:882(__init__)
     1879    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
     3271    0.000    0.000    0.000    0.000 base_events.py:2005(get_debug)
      205    0.000    0.000    0.003    0.000 ImageEnhance.py:83(__init__)
      205    0.000    0.000    0.001    0.000 Image.py:804(frombytes)
     1230    0.000    0.000    0.000    0.000 Image.py:835(load)
     3254    0.000    0.000    0.000    0.000 main.py:1776(next_piece_command)
      769    0.000    0.000    0.001    0.000 main.py:4063(update)
      769    0.000    0.000    0.001    0.000 main.py:4070(preview)
      205    0.000    0.000    0.002    0.000 Image.py:2977(frombytes)
      205    0.000    0.000    0.001    0.000 Image.py:1863(putalpha)
     1547    0.000    0.000    0.000    0.000 basics.py:577(chance)
        1    0.000    0.000    0.000    0.000 {method 'connect' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.array}
     1166    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       76    0.000    0.000    0.009    0.000 threading.py:637(wait)
     4052    0.000    0.000    0.000    0.000 main.py:650(is_bg)
     3259    0.000    0.000    0.000    0.000 proactor_events.py:881(_process_events)
    76/53    0.000    0.000    0.028    0.001 threading.py:1056(_bootstrap_inner)
  515/513    0.000    0.000    0.004    0.000 pgwidgets.py:69(_exec_command)
        3    0.000    0.000    0.000    0.000 {method 'size' of 'pygame.font.Font' objects}
      520    0.000    0.000    0.000    0.000 pgwidgets.py:247(process_event)
       26    0.000    0.000    0.004    0.000 main.py:40(update)
      205    0.000    0.000    0.001    0.000 Image.py:2535(getchannel)
       76    0.000    0.000    0.009    0.000 threading.py:323(wait)
      152    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 pgbasics.py:595(lerp)
       44    0.000    0.000    0.010    0.000 pgwidgets.py:100(disable)
     2953    0.000    0.000    0.000    0.000 main.py:2731(off_screen)
      826    0.000    0.000    0.000    0.000 pgwidgets.py:686(process_event)
      615    0.000    0.000    0.000    0.000 Image.py:2915(_check_size)
      464    0.000    0.000    0.000    0.000 perlin.py:32(__ease)
      152    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       96    0.000    0.000    0.030    0.000 world_generation.py:514(entity)
     2953    0.000    0.000    0.000    0.000 main.py:2475(update_effects)
       96    0.000    0.000    0.029    0.000 entities.py:476(__init__)
     2953    0.000    0.000    0.000    0.000 main.py:2393(achieve)
       20    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       76    0.000    0.000    0.016    0.000 threading.py:973(start)
      826    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      221    0.000    0.000    0.000    0.000 random.py:551(gauss)
       76    0.000    0.000    0.001    0.000 threading.py:1043(_set_tstate_lock)
      205    0.000    0.000    0.000    0.000 {method 'encode' of 'ImagingEncoder' objects}
      321    0.000    0.000    0.000    0.000 tokenize.py:569(_generate_tokens_from_c_tokenizer)      
      205    0.000    0.000    0.000    0.000 Image.py:390(_getdecoder)
      221    0.000    0.000    0.001    0.000 basics.py:458(nordis)
      205    0.000    0.000    0.000    0.000 Image.py:413(_getencoder)
      909    0.000    0.000    0.000    0.000 main.py:1855(is_worlds_static)
       26    0.000    0.000    0.000    0.000 {built-in method pygame.draw.circle}
       96    0.000    0.000    0.001    0.000 world_generation.py:86(get_layers)
      215    0.000    0.000    0.002    0.000 world_generation.py:497(set)
      205    0.000    0.000    0.002    0.000 pilbasics.py:69(pil_to_pg)
     1230    0.000    0.000    0.000    0.000 Image.py:499(__init__)
      708    0.000    0.000    0.000    0.000 pgwidgets.py:620(process_event)
     1212    0.000    0.000    0.000    0.000 main.py:1851(is_worlds_worlds)
     1230    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}        
     2255    0.000    0.000    0.000    0.000 Image.py:523(mode)
        2    0.000    0.000    0.001    0.000 pgwidgets.py:20(__init__)
       76    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
       15    0.000    0.000    0.001    0.000 main.py:1389(modify)
      205    0.000    0.000    0.003    0.000 pgbasics.py:685(pg_to_pil)
      205    0.000    0.000    0.001    0.000 Image.py:3361(blend)
      205    0.000    0.000    0.000    0.000 {method 'getband' of 'ImagingCore' objects}
        7    0.000    0.000    0.000    0.000 {built-in method pygame.transform.scale_by}
        1    0.000    0.000    0.000    0.000 main.py:667(init_world_data)
      410    0.000    0.000    0.000    0.000 Image.py:1321(getbands)
        1    0.000    0.000    0.000    0.000 inspect.py:1232(getblock)
        7    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
      708    0.000    0.000    0.000    0.000 pgwidgets.py:190(process_event)
      480    0.000    0.000    0.000    0.000 {method 'set_colorkey' of 'pygame.surface.Surface' objects}
      211    0.000    0.000    0.000    0.000 main.py:498(all_main_widgets)
        1    0.000    0.000    0.007    0.007 pgbasics.py:816(__init__)
      205    0.000    0.000    0.000    0.000 {method 'putband' of 'ImagingCore' objects}
     1845    0.000    0.000    0.000    0.000 Image.py:519(size)
       20    0.000    0.000    0.004    0.000 pgwidgets.py:93(enable)
       28    0.000    0.000    0.001    0.000 pgwidgets.py:376(process_event)
       76    0.000    0.000    0.000    0.000 threading.py:277(__init__)
      615    0.000    0.000    0.000    0.000 Image.py:511(width)
       76    0.000    0.000    0.001    0.000 threading.py:616(set)
       75    0.000    0.000    0.000    0.000 pgwidgets.py:103(zoom)
    76/53    0.000    0.000    0.012    0.000 threading.py:999(run)
       76    0.000    0.000    0.000    0.000 threading.py:394(notify)
      615    0.000    0.000    0.000    0.000 Image.py:515(height)
        1    0.000    0.000    0.000    0.000 {built-in method nt.listdir}
       76    0.000    0.000    0.000    0.000 threading.py:837(_newname)
      210    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      377    0.000    0.000    0.000    0.000 world_generation.py:488(_chance)
      205    0.000    0.000    0.000    0.000 {method 'decode' of 'ImagingDecoder' objects}
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_exists}
      720    0.000    0.000    0.000    0.000 {method 'lerp' of 'pygame.color.Color' objects}
       23    0.000    0.000    0.000    0.000 <frozen ntpath>:107(join)
       76    0.000    0.000    0.000    0.000 threading.py:588(__init__)
     11/4    0.000    0.000    0.000    0.000 _parser.py:512(_parse)
      152    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
    76/53    0.000    0.000    0.028    0.001 threading.py:1016(_bootstrap)
       80    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
       49    0.000    0.000    0.000    0.000 threading.py:855(_maintain_shutdown_locks)
      205    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_decoder}
      320    0.000    0.000    0.000    0.000 __init__.py:447(_make)
        3    0.000    0.000    0.000    0.000 {function socket.close at 0x000002035DCE9E40}
       79    0.000    0.000    0.000    0.000 _weakrefset.py:39(_remove)
      118    0.000    0.000    0.000    0.000 pgwidgets.py:293(process_event)
      205    0.000    0.000    0.001    0.000 ImageEnhance.py:26(enhance)
     16/1    0.000    0.000    0.000    0.000 _compiler.py:37(_compile)
       16    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       76    0.000    0.000    0.000    0.000 threading.py:1106(_delete)
      152    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
      464    0.000    0.000    0.000    0.000 perlin.py:36(__lerp)
       67    0.000    0.000    0.000    0.000 <frozen ntpath>:179(splitroot)
        1    0.000    0.000    0.001    0.001 main.py:1995(__init__)
      234    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      205    0.000    0.000    0.000    0.000 Image.py:593(_ensure_mutable)
      320    0.000    0.000    0.000    0.000 inspect.py:1189(tokeneater)
      152    0.000    0.000    0.000    0.000 threading.py:1234(daemon)
        1    0.000    0.000    0.002    0.002 main.py:1170(__init__)
        7    0.000    0.000    0.000    0.000 pgwidgets.py:693(init_slider_stuff)
      266    0.000    0.000    0.000    0.000 entities.py:369(set_yvel)
      720    0.000    0.000    0.000    0.000 basics.py:548(fromperc)
       96    0.000    0.000    0.000    0.000 world_generation.py:491(get)
      205    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
      152    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method nt.stat}
      205    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        1    0.000    0.000   16.924   16.924 {built-in method builtins.exec}
      152    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
       79    0.000    0.000    0.000    0.000 threading.py:1483(current_thread)
      205    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_encoder}
       76    0.000    0.000    0.000    0.000 threading.py:424(notify_all)
        1    0.000    0.000    0.000    0.000 pgwidgets.py:353(init_keyboard)
       26    0.000    0.000    0.000    0.000 main.py:1698(get_fps)
        3    0.000    0.000    0.000    0.000 {method 'WSARecv' of '_overlapped.Overlapped' objects}  
      205    0.000    0.000    0.000    0.000 Image.py:124(isImageType)
       76    0.000    0.000    0.000    0.000 threading.py:1354(_make_invoke_excepthook)
        6    0.000    0.000    0.001    0.000 imgtools.py:123(imgload3)
       76    0.000    0.000    0.000    0.000 threading.py:1036(_set_ident)
      207    0.000    0.000    0.000    0.000 {method 'get_size' of 'pygame.surface.Surface' objects} 
        1    0.000    0.000    0.000    0.000 basics.py:138(rand_alien_name)
      131    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      202    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.003    0.003 main.py:763(delete)
       98    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
      7/1    0.000    0.000    0.000    0.000 _parser.py:452(_parse_sub)
      320    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FF81D0568F0}
        1    0.000    0.000    0.000    0.000 cursors.py:717(compile)
       35    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      207    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.002    0.002 inspect.py:1251(getsourcelines)
        1    0.000    0.000    0.001    0.001 pgwidgets.py:473(__init__)
        7    0.000    0.000    0.001    0.000 world_generation.py:510(struct)
        5    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       79    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       10    0.000    0.000    0.000    0.000 pgwidgets.py:127(_kill)
       49    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}     
      110    0.000    0.000    0.000    0.000 {built-in method math.log}
       35    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      205    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       76    0.000    0.000    0.000    0.000 threading.py:311(_acquire_restore)
       32    0.000    0.000    0.000    0.000 {built-in method pygame.key.name}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       38    0.000    0.000    0.000    0.000 pgbasics.py:1161(__eq__)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        6    0.000    0.000    0.008    0.001 main.py:209(mousebuttondown_event)
        1    0.000    0.000    0.001    0.001 pgwidgets.py:317(__init__)
       70    0.000    0.000    0.000    0.000 contextlib.py:446(__exit__)
      123    0.000    0.000    0.000    0.000 _parser.py:168(__getitem__)
        1    0.000    0.000    0.009    0.009 pgwidgets.py:842(destroy_widgets)
      106    0.000    0.000    0.000    0.000 basics.py:143(<genexpr>)
       20    0.000    0.000    0.000    0.000 main.py:2758(set_anim)
       45    0.000    0.000    0.000    0.000 {method 'subsurface' of 'pygame.surface.Surface' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.000    0.000 {method '_accept' of '_socket.socket' objects}
        3    0.000    0.000   16.923    5.641 base_events.py:651(run_until_complete)
        3    0.000    0.000    0.000    0.000 windows_events.py:482(recv)
     21/7    0.000    0.000    0.000    0.000 _parser.py:178(getwidth)
        1    0.000    0.000    0.003    0.003 main.py:666(new_world)
      110    0.000    0.000    0.000    0.000 {built-in method math.cos}
       76    0.000    0.000    0.000    0.000 threading.py:1040(_set_native_id)
        5    0.000    0.000    0.000    0.000 basics.py:1028(__init__)
        1    0.000    0.000    0.001    0.001 inspect.py:1063(findsource)
        3    0.000    0.000    0.000    0.000 base_events.py:451(create_task)
        1    0.000    0.000    0.000    0.000 main.py:782(init_world)
       76    0.000    0.000    0.000    0.000 threading.py:308(_release_save)
        1    0.000    0.000    0.000    0.000 proactor_events.py:685(close)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}        
      107    0.000    0.000    0.000    0.000 pgbasics.py:1054(left)
       76    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}        
        1    0.000    0.000    0.005    0.005 main.py:733(settings)
        6    0.000    0.000    0.000    0.000 main.py:311(mousebuttonup_event)
